wav,speaker,block,tag,label,artic,rate,nas,voice,mic
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0189.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20189,BLOW,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0190.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20190,ALFALFA IS HEALTHY FOR YOU,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0191.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20191,NIGHT AFTER NIGHT THEY RECEIVED ANNOYING PHONE CALLS,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0192.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20192,TOP,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0193.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20193,SWING YOUR ARM AS HIGH AS YOU CAN,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0194.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20194,IT WAS A GOOD WIN FOR US,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0195.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20195,DAY AFTER DAY SOME NEW EPISODE IS REPORTED,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0196.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20196,HIM,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0197.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20197,THOUGHT,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0198.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20198,SHY,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0199.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20199,SIX,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0200.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20200,THERE IS A TREEHOUSE UP ABOVE,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0201.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20201,PIT,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0202.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20202,HE FURTHER PROPOSED GRANTS OF AN UNSPECIFIED SUM FOR EXPERIMENTAL HOSPITALS,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0203.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20203,FAT,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0204.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20204,IF YOU ARE LOSING WATER REPLACE IT IMMEDIATELY,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0205.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20205,HEART,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0206.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20206,LEAGUE,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0207.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20207,IT EVENTUALLY BECAME A RATHER PROUD CLAIM,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0208.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20208,NOTHING HAS BEEN DONE YET TO TAKE ADVANTAGE OF THE ENABLING LEGISLATION,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0209.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20209,WE RODE HORSEBACK TO THE FARM,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0210.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20210,QUEBEC,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0211.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20211,BITTEN,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0212.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20212,THE JOB PROVIDES MANY BENEFITS,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0213.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20213,THE JOB PROVIDES MANY BENEFITS,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0214.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20214,HAT,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0215.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20215,WITCH,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0216.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20216,LEAK,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0217.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20217,PART,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0218.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20218,MUSH,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0219.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20219,LEAK,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0220.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20220,NO,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0221.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20221,FITTING,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0222.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20222,WHEN ALL ELSE FAILS USE FORCE,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0223.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20223,THORN,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0226.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20226,GOLF,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0227.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20227,HITTING,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0228.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20228,CARL LIVES IN A LIVELY HOME ,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0229.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20229,DARN,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0231.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20231,KNOT,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0232.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20232,A GOOD ATTITUDE IS UNBEATABLE,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0233.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20233,WICKED,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0234.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20234,BREAD,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0235.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20235,THE OWNERS REGULARLY LOOK FOR PLUMBING LEAKS,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0236.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20236,CHIP,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0237.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20237,BEING ABLE TO DANCE CAN HELP TOO,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0238.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20238,HAND,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0239.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20239,WITCH,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0240.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20240,SITTER,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0241.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20241,SAID,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M02/Session2/wav_headMic/0242.wav,TORGO_M02,block,fastdataacr22wlTorgo_useM02Session20242,TREAD,G2,G2,G1,G2,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0002.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20002,NOW,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0003.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20003,KNOW,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0004.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20004,FARM,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0005.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20005,RAIN,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0006.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20006,GADGET,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0007.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20007,RACE,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0008.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20008,LEAD,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0009.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20009,SHIP,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0010.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20010,AIR,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0011.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20011,TIP,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0012.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20012,EE,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0013.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20013,WELL HE IS NEARLY NINETYTHREE YEARS OLD ,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0014.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20014,WELL HE IS NEARLY NINETYTHREE YEARS OLD ,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0015.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20015,HAIR,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0016.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20016,ALPHA,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0017.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20017,WARM,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0018.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20018,AH,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0020.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20020,GLOW,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0021.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20021,GOAT,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0022.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20022,WEED,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0023.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20023,KNEW,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0024.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20024,BUG,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0025.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20025,NO,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0026.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20026,SHEET,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0028.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20028,CORN,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0029.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20029,EXCEPT IN THE WINTER WHEN THE OOZE OR SNOW OR ICE PREVENTS,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0030.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20030,FEED,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0031.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20031,RIGHT,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0032.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20032,FAIR,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0033.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20033,BAT,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0034.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20034,FEET,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0035.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20035,TROUBLE,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0036.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20036,OA,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0037.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20037,DOUBLE,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0038.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20038,RATE,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0039.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20039,RANGE,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0040.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20040,RAID,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0041.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20041,PAT,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0042.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20042,CHAIR,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0043.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20043,SWARM,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0044.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20044,STORM,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0045.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20045,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0046.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20046,GROW,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0047.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20047,DARK,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0048.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20048,JAGGED,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0049.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20049,UP,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0050.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20050,AIR,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0051.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20051,STUBBLE,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0052.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20052,TEAR,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0053.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20053,TRAIT,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0054.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20054,STORE,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0055.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20055,READ,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0056.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20056,BETA,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0057.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20057,USUALLY MINUS SEVERAL BUTTONS ,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0058.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20058,TRAIN,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0059.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20059,PARK,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0060.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20060,DAGGER,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0061.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20061,BUBBLE,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0062.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20062,TORN,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0063.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20063,KNEE,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0064.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20064,CHAIR,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0065.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20065,YET HE STILL THINKS AS SWIFTLY AS EVER,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0066.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20066,BEAT,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0067.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20067,SIP,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0068.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20068,SIP,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0069.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20069,FORM,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0070.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20070,ONE,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0071.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20071,STICKS,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0072.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20072,DUG,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0074.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20074,BUT HE ALWAYS ANSWERS BANANA OIL ,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0076.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20076,BEAT,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0077.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20077,TRACE,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0078.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20078,SWARM,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0079.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20079,READ,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0080.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20080,SWORE,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0081.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20081,WARM,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0082.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20082,FEET,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0083.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20083,YES,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0084.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20084,GO,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0085.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20085,MEAT,G1,G1,G1,G1,Session2
/fastdata/acq22mc/data/dysarthria/Torgo_use/M03/Session2/wav_arrayMic/0086.wav,TORGO_M03,block,fastdataacr22wlTorgo_useM03Session20086,FEE,G1,G1,G1,G1,Session2
